,A,B,gates,depth,2-gates,RZ,SX,CZ
1052,81,306,369,275,68,131,161,68
1053,81,317,371,275,68,132,161,68
1054,81,325,362,268,68,124,161,68
1055,81,334,368,275,68,130,161,68
1056,81,335,368,275,68,129,161,68
1057,81,336,373,280,68,135,161,68
1058,81,337,370,275,68,131,161,68
1059,81,342,371,280,70,129,162,70
1060,81,345,371,279,70,129,162,70
1061,81,346,372,275,68,133,161,68
1062,81,351,370,275,68,132,161,68
1063,81,353,369,276,68,130,161,68
1064,81,354,375,279,68,136,161,68
1065,81,365,381,293,72,134,165,72
1066,81,380,367,275,70,126,162,70
1067,81,383,370,274,68,131,161,68
1068,81,404,372,275,68,133,161,68
1069,81,406,368,277,70,126,162,70
1070,81,411,363,273,70,122,162,70
1071,81,416,368,277,70,127,162,70
1072,81,419,367,274,68,129,161,68
1073,81,420,374,283,70,131,162,70
1074,81,421,369,274,68,131,161,68
1075,81,424,380,292,72,133,165,72
1076,81,425,369,276,68,130,161,68
