,A,B,gates,depth,2-gates,Gates
596,57,198,375,280,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 6, 'measure': 4})"
597,57,199,371,279,68,"Counter({'sx': 162, 'rz': 131, 'cz': 68, 'x': 6, 'measure': 4})"
598,57,233,381,290,70,"Counter({'sx': 163, 'rz': 136, 'cz': 70, 'x': 8, 'measure': 4})"
599,57,234,386,292,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 8, 'measure': 4})"
600,57,240,379,282,68,"Counter({'sx': 162, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
601,57,241,383,291,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 8, 'measure': 4})"
602,57,249,380,287,70,"Counter({'sx': 163, 'rz': 135, 'cz': 70, 'x': 8, 'measure': 4})"
603,57,251,383,288,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 8, 'measure': 4})"
604,57,252,374,282,70,"Counter({'sx': 165, 'rz': 128, 'cz': 70, 'x': 7, 'measure': 4})"
605,57,254,377,288,72,"Counter({'sx': 165, 'rz': 128, 'cz': 72, 'x': 8, 'measure': 4})"
606,57,256,379,283,68,"Counter({'sx': 162, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
607,57,261,376,281,68,"Counter({'sx': 162, 'rz': 136, 'cz': 68, 'x': 6, 'measure': 4})"
608,57,262,382,288,70,"Counter({'sx': 163, 'rz': 137, 'cz': 70, 'x': 8, 'measure': 4})"
609,57,263,376,284,70,"Counter({'sx': 163, 'rz': 132, 'cz': 70, 'x': 7, 'measure': 4})"
610,57,302,374,279,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 7, 'measure': 4})"
611,57,306,377,286,70,"Counter({'sx': 163, 'rz': 133, 'cz': 70, 'x': 7, 'measure': 4})"
612,57,317,378,282,68,"Counter({'sx': 162, 'rz': 137, 'cz': 68, 'x': 7, 'measure': 4})"
613,57,325,371,280,70,"Counter({'sx': 163, 'rz': 128, 'cz': 70, 'x': 6, 'measure': 4})"
614,57,334,382,292,72,"Counter({'sx': 165, 'rz': 133, 'cz': 72, 'x': 8, 'measure': 4})"
615,57,335,378,285,70,"Counter({'sx': 165, 'rz': 131, 'cz': 70, 'x': 8, 'measure': 4})"
616,57,336,383,290,70,"Counter({'sx': 165, 'rz': 137, 'cz': 70, 'x': 7, 'measure': 4})"
617,57,337,375,280,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 7, 'measure': 4})"
618,57,342,375,281,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 6, 'measure': 4})"
619,57,345,383,292,72,"Counter({'sx': 165, 'rz': 134, 'cz': 72, 'x': 8, 'measure': 4})"
620,57,346,379,282,68,"Counter({'sx': 162, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
621,57,351,382,287,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 7, 'measure': 4})"
622,57,353,376,283,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 7, 'measure': 4})"
623,57,354,380,284,68,"Counter({'sx': 162, 'rz': 139, 'cz': 68, 'x': 7, 'measure': 4})"
624,57,365,375,283,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 6, 'measure': 4})"
625,57,380,374,282,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 6, 'measure': 4})"
626,57,383,375,283,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 7, 'measure': 4})"
627,57,404,383,290,72,"Counter({'sx': 165, 'rz': 134, 'cz': 72, 'x': 8, 'measure': 4})"
628,57,406,378,289,72,"Counter({'sx': 165, 'rz': 129, 'cz': 72, 'x': 8, 'measure': 4})"
629,57,411,369,276,68,"Counter({'sx': 162, 'rz': 129, 'cz': 68, 'x': 6, 'measure': 4})"
630,57,416,375,284,70,"Counter({'sx': 163, 'rz': 132, 'cz': 70, 'x': 6, 'measure': 4})"
631,57,419,374,281,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 6, 'measure': 4})"
632,57,420,391,296,70,"Counter({'sx': 167, 'rz': 142, 'cz': 70, 'x': 8, 'measure': 4})"
633,57,421,377,286,70,"Counter({'sx': 163, 'rz': 133, 'cz': 70, 'x': 7, 'measure': 4})"
634,57,424,373,278,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
635,57,425,380,290,72,"Counter({'sx': 165, 'rz': 132, 'cz': 72, 'x': 7, 'measure': 4})"
636,57,426,373,277,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
637,57,428,369,278,70,"Counter({'sx': 163, 'rz': 126, 'cz': 70, 'x': 6, 'measure': 4})"
638,57,435,380,285,70,"Counter({'sx': 165, 'rz': 134, 'cz': 70, 'x': 7, 'measure': 4})"
639,59,63,372,283,70,"Counter({'sx': 163, 'rz': 128, 'cz': 70, 'x': 7, 'measure': 4})"
640,59,67,377,289,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 6, 'measure': 4})"
641,59,69,378,292,72,"Counter({'sx': 164, 'rz': 133, 'cz': 72, 'x': 5, 'measure': 4})"
642,59,74,372,280,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
643,59,77,377,290,72,"Counter({'sx': 164, 'rz': 132, 'cz': 72, 'x': 5, 'measure': 4})"
644,59,81,368,280,70,"Counter({'sx': 163, 'rz': 125, 'cz': 70, 'x': 6, 'measure': 4})"
645,59,82,373,286,70,"Counter({'sx': 163, 'rz': 130, 'cz': 70, 'x': 6, 'measure': 4})"
646,59,83,373,285,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
647,59,84,377,291,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 6, 'measure': 4})"
648,59,85,378,285,70,"Counter({'sx': 165, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
649,59,93,378,290,72,"Counter({'sx': 164, 'rz': 133, 'cz': 72, 'x': 5, 'measure': 4})"
650,59,98,372,280,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
651,59,99,373,285,70,"Counter({'sx': 163, 'rz': 130, 'cz': 70, 'x': 6, 'measure': 4})"
652,59,104,367,275,68,"Counter({'sx': 162, 'rz': 128, 'cz': 68, 'x': 5, 'measure': 4})"
653,59,106,373,283,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 5, 'measure': 4})"
654,59,107,372,282,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
655,59,109,374,284,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 6, 'measure': 4})"
656,59,113,373,286,70,"Counter({'sx': 163, 'rz': 130, 'cz': 70, 'x': 6, 'measure': 4})"
657,59,114,372,280,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
658,59,115,381,291,72,"Counter({'sx': 164, 'rz': 134, 'cz': 72, 'x': 7, 'measure': 4})"
659,59,117,372,279,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
660,59,165,374,284,70,"Counter({'sx': 163, 'rz': 130, 'cz': 70, 'x': 7, 'measure': 4})"
661,59,166,371,279,68,"Counter({'sx': 162, 'rz': 131, 'cz': 68, 'x': 6, 'measure': 4})"
662,59,198,380,287,70,"Counter({'sx': 165, 'rz': 135, 'cz': 70, 'x': 6, 'measure': 4})"
663,59,199,369,282,70,"Counter({'sx': 163, 'rz': 126, 'cz': 70, 'x': 6, 'measure': 4})"
664,59,233,372,284,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
665,59,234,375,286,70,"Counter({'sx': 163, 'rz': 132, 'cz': 70, 'x': 6, 'measure': 4})"
666,59,240,380,290,72,"Counter({'sx': 164, 'rz': 135, 'cz': 72, 'x': 5, 'measure': 4})"
667,59,241,380,292,72,"Counter({'sx': 164, 'rz': 134, 'cz': 72, 'x': 6, 'measure': 4})"
668,59,249,372,283,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
669,59,251,372,281,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
670,59,252,364,278,70,"Counter({'sx': 163, 'rz': 122, 'cz': 70, 'x': 5, 'measure': 4})"
671,59,254,371,280,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 5, 'measure': 4})"
672,59,256,373,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
673,59,261,381,288,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 6, 'measure': 4})"
674,59,262,383,294,72,"Counter({'sx': 164, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
675,59,263,373,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
676,59,302,369,280,70,"Counter({'sx': 163, 'rz': 125, 'cz': 70, 'x': 7, 'measure': 4})"
677,59,306,384,292,72,"Counter({'sx': 164, 'rz': 137, 'cz': 72, 'x': 7, 'measure': 4})"
678,59,317,372,280,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
679,59,325,377,288,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 6, 'measure': 4})"
680,59,334,379,291,72,"Counter({'sx': 164, 'rz': 133, 'cz': 72, 'x': 6, 'measure': 4})"
681,59,335,372,284,70,"Counter({'sx': 163, 'rz': 128, 'cz': 70, 'x': 7, 'measure': 4})"
682,59,336,381,294,72,"Counter({'sx': 164, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
683,59,337,385,290,72,"Counter({'sx': 166, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
684,59,342,379,292,72,"Counter({'sx': 164, 'rz': 133, 'cz': 72, 'x': 6, 'measure': 4})"
685,59,345,372,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
686,59,346,381,293,72,"Counter({'sx': 164, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
687,59,351,373,280,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 5, 'measure': 4})"
688,59,353,374,285,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 6, 'measure': 4})"
689,59,354,376,284,68,"Counter({'sx': 162, 'rz': 136, 'cz': 68, 'x': 6, 'measure': 4})"
690,59,365,375,287,70,"Counter({'sx': 163, 'rz': 132, 'cz': 70, 'x': 6, 'measure': 4})"
691,59,380,370,276,68,"Counter({'sx': 162, 'rz': 131, 'cz': 68, 'x': 5, 'measure': 4})"
692,59,383,377,287,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 6, 'measure': 4})"
693,59,404,372,283,70,"Counter({'sx': 163, 'rz': 129, 'cz': 70, 'x': 6, 'measure': 4})"
694,59,406,367,277,68,"Counter({'sx': 162, 'rz': 128, 'cz': 68, 'x': 5, 'measure': 4})"
695,59,411,376,287,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 5, 'measure': 4})"
696,59,416,381,289,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 6, 'measure': 4})"
697,59,419,372,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
698,59,420,377,288,70,"Counter({'sx': 163, 'rz': 133, 'cz': 70, 'x': 7, 'measure': 4})"
699,59,421,372,279,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
700,59,424,378,285,70,"Counter({'sx': 165, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
701,59,425,377,289,72,"Counter({'sx': 164, 'rz': 132, 'cz': 72, 'x': 5, 'measure': 4})"
702,59,426,378,284,70,"Counter({'sx': 165, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
703,59,428,365,276,70,"Counter({'sx': 163, 'rz': 123, 'cz': 70, 'x': 5, 'measure': 4})"
704,59,435,373,280,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 5, 'measure': 4})"
705,63,67,372,283,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
706,63,69,372,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
707,63,74,374,285,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 6, 'measure': 4})"
708,63,77,372,283,70,"Counter({'sx': 163, 'rz': 129, 'cz': 70, 'x': 6, 'measure': 4})"
709,63,81,370,282,70,"Counter({'sx': 163, 'rz': 127, 'cz': 70, 'x': 6, 'measure': 4})"
710,63,82,376,289,72,"Counter({'sx': 165, 'rz': 129, 'cz': 72, 'x': 6, 'measure': 4})"
711,63,83,383,295,72,"Counter({'sx': 165, 'rz': 136, 'cz': 72, 'x': 6, 'measure': 4})"
712,63,84,370,278,68,"Counter({'sx': 162, 'rz': 131, 'cz': 68, 'x': 5, 'measure': 4})"
713,63,85,372,282,70,"Counter({'sx': 163, 'rz': 130, 'cz': 70, 'x': 5, 'measure': 4})"
714,63,93,371,283,70,"Counter({'sx': 163, 'rz': 129, 'cz': 70, 'x': 5, 'measure': 4})"
715,63,98,375,287,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 7, 'measure': 4})"
716,63,99,381,290,72,"Counter({'sx': 165, 'rz': 134, 'cz': 72, 'x': 6, 'measure': 4})"
717,63,104,369,277,68,"Counter({'sx': 162, 'rz': 130, 'cz': 68, 'x': 5, 'measure': 4})"
718,63,106,374,280,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 5, 'measure': 4})"
719,63,107,378,288,70,"Counter({'sx': 165, 'rz': 132, 'cz': 70, 'x': 7, 'measure': 4})"
720,63,109,380,290,72,"Counter({'sx': 165, 'rz': 134, 'cz': 72, 'x': 5, 'measure': 4})"
721,63,113,379,291,72,"Counter({'sx': 165, 'rz': 133, 'cz': 72, 'x': 5, 'measure': 4})"
722,63,114,374,282,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 6, 'measure': 4})"
723,63,115,373,284,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
724,63,117,377,287,72,"Counter({'sx': 165, 'rz': 130, 'cz': 72, 'x': 6, 'measure': 4})"
725,63,165,385,292,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 7, 'measure': 4})"
726,63,166,373,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
727,63,198,373,280,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 5, 'measure': 4})"
728,63,199,369,282,70,"Counter({'sx': 163, 'rz': 126, 'cz': 70, 'x': 6, 'measure': 4})"
729,63,233,375,288,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 7, 'measure': 4})"
730,63,234,377,288,70,"Counter({'sx': 163, 'rz': 134, 'cz': 70, 'x': 6, 'measure': 4})"
731,63,240,375,282,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 6, 'measure': 4})"
732,63,241,382,293,72,"Counter({'sx': 165, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
733,63,249,384,293,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
734,63,251,376,288,70,"Counter({'sx': 163, 'rz': 132, 'cz': 70, 'x': 7, 'measure': 4})"
735,63,252,366,280,70,"Counter({'sx': 163, 'rz': 124, 'cz': 70, 'x': 5, 'measure': 4})"
736,63,254,373,282,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 5, 'measure': 4})"
737,63,256,375,283,68,"Counter({'sx': 162, 'rz': 135, 'cz': 68, 'x': 6, 'measure': 4})"
738,63,261,376,285,70,"Counter({'sx': 163, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
739,63,262,376,283,68,"Counter({'sx': 162, 'rz': 136, 'cz': 68, 'x': 6, 'measure': 4})"
740,63,263,373,281,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
741,63,302,371,282,70,"Counter({'sx': 163, 'rz': 127, 'cz': 70, 'x': 7, 'measure': 4})"
742,63,306,372,280,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
743,63,317,380,288,70,"Counter({'sx': 165, 'rz': 134, 'cz': 70, 'x': 7, 'measure': 4})"
744,63,325,367,280,70,"Counter({'sx': 163, 'rz': 125, 'cz': 70, 'x': 5, 'measure': 4})"
745,63,334,379,290,72,"Counter({'sx': 165, 'rz': 132, 'cz': 72, 'x': 6, 'measure': 4})"
746,63,335,372,284,70,"Counter({'sx': 163, 'rz': 128, 'cz': 70, 'x': 7, 'measure': 4})"
747,63,336,383,295,72,"Counter({'sx': 165, 'rz': 136, 'cz': 72, 'x': 6, 'measure': 4})"
748,63,337,370,283,70,"Counter({'sx': 163, 'rz': 127, 'cz': 70, 'x': 6, 'measure': 4})"
749,63,342,375,283,68,"Counter({'sx': 162, 'rz': 136, 'cz': 68, 'x': 5, 'measure': 4})"
750,63,345,378,287,70,"Counter({'sx': 165, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
751,63,346,383,294,72,"Counter({'sx': 165, 'rz': 136, 'cz': 72, 'x': 6, 'measure': 4})"
752,63,351,381,288,70,"Counter({'sx': 165, 'rz': 136, 'cz': 70, 'x': 6, 'measure': 4})"
753,63,353,374,283,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 6, 'measure': 4})"
754,63,354,382,291,72,"Counter({'sx': 165, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
755,63,365,373,283,68,"Counter({'sx': 162, 'rz': 134, 'cz': 68, 'x': 5, 'measure': 4})"
756,63,380,372,278,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
757,63,383,371,283,70,"Counter({'sx': 163, 'rz': 128, 'cz': 70, 'x': 6, 'measure': 4})"
758,63,404,373,280,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 6, 'measure': 4})"
759,63,406,367,277,68,"Counter({'sx': 162, 'rz': 128, 'cz': 68, 'x': 5, 'measure': 4})"
760,63,411,366,278,70,"Counter({'sx': 163, 'rz': 124, 'cz': 70, 'x': 5, 'measure': 4})"
761,63,416,373,284,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 5, 'measure': 4})"
762,63,419,379,290,72,"Counter({'sx': 165, 'rz': 133, 'cz': 72, 'x': 5, 'measure': 4})"
763,63,420,377,285,68,"Counter({'sx': 162, 'rz': 137, 'cz': 68, 'x': 6, 'measure': 4})"
764,63,421,372,279,68,"Counter({'sx': 162, 'rz': 133, 'cz': 68, 'x': 5, 'measure': 4})"
765,63,424,374,285,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 6, 'measure': 4})"
766,63,425,372,283,68,"Counter({'sx': 162, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
767,63,426,380,289,72,"Counter({'sx': 165, 'rz': 132, 'cz': 72, 'x': 7, 'measure': 4})"
768,63,428,367,278,70,"Counter({'sx': 163, 'rz': 125, 'cz': 70, 'x': 5, 'measure': 4})"
769,63,435,373,284,70,"Counter({'sx': 163, 'rz': 131, 'cz': 70, 'x': 5, 'measure': 4})"
770,67,69,377,282,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 6, 'measure': 4})"
771,67,74,379,286,70,"Counter({'sx': 161, 'rz': 137, 'cz': 70, 'x': 7, 'measure': 4})"
772,67,77,378,281,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 7, 'measure': 4})"
773,67,81,379,287,72,"Counter({'sx': 165, 'rz': 132, 'cz': 72, 'x': 6, 'measure': 4})"
774,67,82,377,290,72,"Counter({'sx': 165, 'rz': 130, 'cz': 72, 'x': 6, 'measure': 4})"
775,67,83,380,288,68,"Counter({'sx': 160, 'rz': 141, 'cz': 68, 'x': 7, 'measure': 4})"
776,67,84,374,284,70,"Counter({'sx': 161, 'rz': 132, 'cz': 70, 'x': 7, 'measure': 4})"
777,67,85,376,281,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 6, 'measure': 4})"
778,67,93,374,284,70,"Counter({'sx': 161, 'rz': 133, 'cz': 70, 'x': 6, 'measure': 4})"
779,67,98,379,283,68,"Counter({'sx': 160, 'rz': 140, 'cz': 68, 'x': 7, 'measure': 4})"
780,67,99,382,291,72,"Counter({'sx': 165, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
781,67,104,379,285,70,"Counter({'sx': 165, 'rz': 135, 'cz': 70, 'x': 5, 'measure': 4})"
782,67,106,376,284,70,"Counter({'sx': 161, 'rz': 135, 'cz': 70, 'x': 6, 'measure': 4})"
783,67,107,376,286,70,"Counter({'sx': 161, 'rz': 134, 'cz': 70, 'x': 7, 'measure': 4})"
784,67,109,378,283,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 7, 'measure': 4})"
785,67,113,384,292,70,"Counter({'sx': 165, 'rz': 139, 'cz': 70, 'x': 6, 'measure': 4})"
786,67,114,383,292,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 5, 'measure': 4})"
787,67,115,376,283,68,"Counter({'sx': 160, 'rz': 137, 'cz': 68, 'x': 7, 'measure': 4})"
788,67,117,377,282,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 6, 'measure': 4})"
789,67,165,377,285,70,"Counter({'sx': 161, 'rz': 134, 'cz': 70, 'x': 8, 'measure': 4})"
790,67,166,378,287,70,"Counter({'sx': 161, 'rz': 135, 'cz': 70, 'x': 8, 'measure': 4})"
791,67,198,377,286,70,"Counter({'sx': 161, 'rz': 135, 'cz': 70, 'x': 7, 'measure': 4})"
792,67,199,376,289,72,"Counter({'sx': 165, 'rz': 129, 'cz': 72, 'x': 6, 'measure': 4})"
793,67,233,382,294,72,"Counter({'sx': 165, 'rz': 135, 'cz': 72, 'x': 6, 'measure': 4})"
794,67,234,380,287,70,"Counter({'sx': 161, 'rz': 138, 'cz': 70, 'x': 7, 'measure': 4})"
795,67,240,378,281,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 7, 'measure': 4})"
796,67,241,377,285,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
797,67,249,377,284,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
798,67,251,381,289,70,"Counter({'sx': 161, 'rz': 138, 'cz': 70, 'x': 8, 'measure': 4})"
799,67,252,370,278,68,"Counter({'sx': 160, 'rz': 132, 'cz': 68, 'x': 6, 'measure': 4})"
800,67,254,374,281,68,"Counter({'sx': 160, 'rz': 136, 'cz': 68, 'x': 6, 'measure': 4})"
801,67,256,380,284,68,"Counter({'sx': 160, 'rz': 141, 'cz': 68, 'x': 7, 'measure': 4})"
802,67,261,377,282,68,"Counter({'sx': 160, 'rz': 139, 'cz': 68, 'x': 6, 'measure': 4})"
803,67,262,384,294,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
804,67,263,379,287,70,"Counter({'sx': 161, 'rz': 137, 'cz': 70, 'x': 7, 'measure': 4})"
805,67,302,375,280,68,"Counter({'sx': 160, 'rz': 136, 'cz': 68, 'x': 7, 'measure': 4})"
806,67,306,385,292,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 7, 'measure': 4})"
807,67,317,378,286,70,"Counter({'sx': 161, 'rz': 136, 'cz': 70, 'x': 7, 'measure': 4})"
808,67,325,377,283,70,"Counter({'sx': 165, 'rz': 133, 'cz': 70, 'x': 5, 'measure': 4})"
809,67,334,377,287,70,"Counter({'sx': 161, 'rz': 135, 'cz': 70, 'x': 7, 'measure': 4})"
810,67,335,376,283,68,"Counter({'sx': 160, 'rz': 137, 'cz': 68, 'x': 7, 'measure': 4})"
811,67,336,384,296,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
812,67,337,383,291,72,"Counter({'sx': 165, 'rz': 136, 'cz': 72, 'x': 6, 'measure': 4})"
813,67,342,380,292,72,"Counter({'sx': 165, 'rz': 133, 'cz': 72, 'x': 6, 'measure': 4})"
814,67,345,383,293,72,"Counter({'sx': 165, 'rz': 136, 'cz': 72, 'x': 6, 'measure': 4})"
815,67,346,381,287,70,"Counter({'sx': 161, 'rz': 138, 'cz': 70, 'x': 8, 'measure': 4})"
816,67,351,376,281,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 6, 'measure': 4})"
817,67,353,379,288,70,"Counter({'sx': 161, 'rz': 137, 'cz': 70, 'x': 7, 'measure': 4})"
818,67,354,393,298,72,"Counter({'sx': 169, 'rz': 142, 'cz': 72, 'x': 6, 'measure': 4})"
819,67,365,376,284,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 6, 'measure': 4})"
820,67,380,375,283,70,"Counter({'sx': 161, 'rz': 134, 'cz': 70, 'x': 6, 'measure': 4})"
821,67,383,380,289,72,"Counter({'sx': 165, 'rz': 133, 'cz': 72, 'x': 6, 'measure': 4})"
822,67,404,380,283,68,"Counter({'sx': 160, 'rz': 141, 'cz': 68, 'x': 7, 'measure': 4})"
823,67,406,379,285,70,"Counter({'sx': 165, 'rz': 135, 'cz': 70, 'x': 5, 'measure': 4})"
824,67,411,379,286,70,"Counter({'sx': 165, 'rz': 135, 'cz': 70, 'x': 5, 'measure': 4})"
825,67,416,384,291,72,"Counter({'sx': 165, 'rz': 137, 'cz': 72, 'x': 6, 'measure': 4})"
826,67,419,380,291,72,"Counter({'sx': 165, 'rz': 134, 'cz': 72, 'x': 5, 'measure': 4})"
827,67,420,380,286,68,"Counter({'sx': 160, 'rz': 141, 'cz': 68, 'x': 7, 'measure': 4})"
828,67,421,375,280,68,"Counter({'sx': 160, 'rz': 137, 'cz': 68, 'x': 6, 'measure': 4})"
829,67,424,383,288,70,"Counter({'sx': 165, 'rz': 139, 'cz': 70, 'x': 5, 'measure': 4})"
830,67,425,377,284,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 7, 'measure': 4})"
831,67,426,383,287,70,"Counter({'sx': 165, 'rz': 139, 'cz': 70, 'x': 5, 'measure': 4})"
832,67,428,374,286,72,"Counter({'sx': 165, 'rz': 127, 'cz': 72, 'x': 6, 'measure': 4})"
833,67,435,376,281,68,"Counter({'sx': 160, 'rz': 138, 'cz': 68, 'x': 6, 'measure': 4})"
834,69,74,385,288,70,"Counter({'sx': 163, 'rz': 140, 'cz': 70, 'x': 8, 'measure': 4})"
835,69,77,391,291,70,"Counter({'sx': 165, 'rz': 144, 'cz': 70, 'x': 8, 'measure': 4})"
836,69,81,379,285,72,"Counter({'sx': 164, 'rz': 131, 'cz': 72, 'x': 8, 'measure': 4})"
837,69,82,384,289,70,"Counter({'sx': 163, 'rz': 139, 'cz': 70, 'x': 8, 'measure': 4})"
838,69,83,389,294,70,"Counter({'sx': 163, 'rz': 143, 'cz': 70, 'x': 9, 'measure': 4})"
839,69,84,382,288,70,"Counter({'sx': 163, 'rz': 137, 'cz': 70, 'x': 8, 'measure': 4})"
840,69,85,387,289,70,"Counter({'sx': 165, 'rz': 141, 'cz': 70, 'x': 7, 'measure': 4})"
