,A,B,gates,depth,2-gates,RZ,SX,CZ
2694,346,426,565,403,110,186,242,110
2695,346,428,574,394,106,196,249,106
2696,346,435,567,401,108,190,243,108
2697,351,353,583,399,106,204,249,106
2698,351,354,582,398,106,203,249,106
2699,351,365,570,408,110,193,242,110
2700,351,380,574,407,108,196,243,108
2701,351,383,568,402,108,190,243,108
2702,351,404,569,403,108,192,243,108
2703,351,406,581,396,106,202,249,106
2704,351,411,570,405,108,193,243,108
2705,351,416,580,399,106,202,249,106
2706,351,419,582,398,106,204,249,106
2707,351,420,571,407,108,194,243,108
2708,351,421,567,402,108,190,243,108
2709,351,424,582,404,108,200,252,108
2710,351,425,580,400,106,203,249,106
2711,351,426,582,398,106,204,249,106
2712,351,428,583,402,108,200,252,108
2713,351,435,590,404,108,206,252,108
2714,353,354,585,401,106,205,249,106
2715,353,365,565,407,110,190,242,110
2716,353,380,585,404,106,206,249,106
2717,353,383,583,398,106,203,249,106
2718,353,404,568,408,110,192,242,110
2719,353,406,582,397,106,202,249,106
2720,353,411,583,401,106,205,249,106
2721,353,416,569,410,110,192,242,110
2722,353,419,583,399,106,204,249,106
2723,353,420,569,408,108,195,243,108
2724,353,421,583,400,106,204,249,106
2725,353,424,563,404,108,190,243,108
2726,353,425,581,401,106,203,249,106
2727,353,426,568,405,108,193,243,108
2728,353,428,580,400,106,201,249,106
2729,353,435,571,409,110,194,242,110
2730,354,365,568,409,110,193,242,110
2731,354,380,584,408,108,202,252,108
2732,354,383,567,405,110,190,242,110
2733,354,404,582,401,106,203,251,106
2734,354,406,574,395,106,196,249,106
2735,354,411,570,410,110,194,242,110
2736,354,416,572,412,110,195,242,110
2737,354,419,565,403,108,190,243,108
2738,354,420,569,408,108,194,243,108
2739,354,421,567,407,110,191,242,110
2740,354,424,563,404,108,189,243,108
2741,354,425,567,407,108,192,243,108
2742,354,426,568,405,108,192,243,108
2743,354,428,578,402,108,196,252,108
2744,354,435,570,405,108,194,243,108
2745,365,380,580,401,106,201,249,106
2746,365,383,559,399,108,185,243,108
2747,365,404,562,402,108,189,243,108
2748,365,406,579,396,106,199,249,106
2749,365,411,580,400,106,202,249,106
2750,365,416,580,401,106,201,249,106
2751,365,419,582,400,106,203,249,106
2752,365,420,583,403,106,204,249,106
2753,365,421,561,401,108,188,243,108
2754,365,424,558,402,108,186,243,108
2755,365,425,562,405,108,189,243,108
2756,365,426,580,398,106,201,249,106
2757,365,428,559,402,110,184,242,110
2758,365,435,583,399,106,203,249,106
2759,380,383,574,389,106,196,247,106
2760,380,404,576,393,106,199,247,106
2761,380,406,563,401,110,187,242,110
2762,380,411,573,392,106,197,247,106
2763,380,416,565,405,110,189,242,110
2764,380,419,573,390,106,196,247,106
2765,380,420,566,407,110,191,242,110
2766,380,421,562,402,110,187,242,110
2767,380,424,576,399,108,195,250,108
2768,380,425,564,406,110,189,242,110
2769,380,426,563,401,108,188,243,108
2770,380,428,568,389,106,191,247,106
2771,380,435,566,401,108,191,243,108
2772,383,404,568,405,110,189,242,110
2773,383,406,569,405,110,189,242,110
2774,383,411,569,407,110,190,242,110
2775,383,416,571,409,110,191,242,110
2776,383,419,568,406,110,189,242,110
2777,383,420,586,405,108,200,252,108
2778,383,421,580,397,106,200,249,106
2779,383,424,566,407,110,188,242,110
2780,383,425,569,405,108,192,243,108
2781,383,426,578,394,106,198,249,106
2782,383,428,567,401,108,189,243,108
2783,383,435,571,406,110,191,242,110
2784,404,406,574,391,106,196,247,106
2785,404,411,575,395,106,199,247,106
2786,404,416,566,404,108,191,243,108
2787,404,419,575,393,106,198,247,106
2788,404,420,575,396,106,198,247,106
2789,404,421,582,401,108,198,252,108
2790,404,424,561,402,108,188,243,108
2791,404,425,573,395,106,197,247,106
2792,404,426,575,393,106,198,247,106
2793,404,428,571,392,106,194,247,106
2794,404,435,578,394,106,200,247,106
2795,406,411,566,403,108,191,243,108
2796,406,416,567,406,110,190,242,110
2797,406,419,563,400,108,188,243,108
2798,406,420,565,403,108,190,243,108
2799,406,421,561,398,108,186,243,108
2800,406,424,560,402,110,185,242,110
2801,406,425,571,394,106,196,248,106
2802,406,426,574,392,106,198,248,106
2803,406,428,562,401,110,185,242,110
2804,406,435,577,393,106,200,248,106
2805,411,416,572,408,110,192,242,110
2806,411,419,588,404,108,202,252,108
2807,411,420,571,408,110,192,242,110
2808,411,421,566,398,108,189,243,108
2809,411,424,579,401,106,200,249,106
2810,411,425,571,409,110,192,242,110
2811,411,426,571,407,110,191,242,110
2812,411,428,578,397,106,198,249,106
2813,411,435,571,400,108,193,243,108
2814,416,419,578,397,106,202,247,106
2815,416,420,578,400,106,202,247,106
2816,416,421,566,405,110,189,242,110
2817,416,424,562,402,108,188,243,108
2818,416,425,566,405,108,191,243,108
2819,416,426,576,395,106,200,247,106
2820,416,428,573,396,106,197,247,106
2821,416,435,588,403,108,204,252,108
2822,419,420,589,406,108,204,252,108
2823,419,421,587,402,108,202,252,108
2824,419,424,563,401,108,188,243,108
2825,419,425,567,408,110,189,242,110
2826,419,426,568,402,108,191,243,108
2827,419,428,563,402,110,184,242,110
2828,419,435,586,398,106,205,249,106
2829,420,421,565,407,110,190,242,110
2830,420,424,577,403,108,197,251,108
2831,420,425,567,408,108,193,243,108
2832,420,426,567,409,110,191,242,110
2833,420,428,563,405,110,187,242,110
2834,420,435,570,406,108,195,243,108
2835,421,424,574,397,106,198,247,106
2836,421,425,567,408,110,189,242,110
2837,421,426,568,406,110,189,242,110
2838,421,428,574,395,106,197,247,106
2839,421,435,571,408,110,192,242,110
2840,424,425,573,396,106,195,249,106
2841,424,426,565,400,108,188,243,108
2842,424,428,573,395,106,194,249,106
2843,424,435,566,400,108,189,243,108
2844,425,426,580,397,106,201,249,106
2845,425,428,575,396,106,196,249,106
2846,425,435,587,402,108,202,252,108
2847,426,428,560,402,110,184,242,110
2848,426,435,566,402,108,191,243,108
2849,428,435,560,399,108,186,242,108
2850,23,23,687,420,136,216,315,136
2851,32,32,540,380,102,182,230,102
2852,35,35,549,368,100,189,233,100
2853,36,36,493,338,96,158,217,96
2854,37,37,548,374,100,190,235,100
2855,50,50,551,375,100,193,235,100
2856,53,53,553,382,102,190,238,102
2857,55,55,508,352,96,171,218,96
2858,57,57,543,373,100,188,235,100
2859,59,59,558,376,102,193,238,102
2860,63,63,533,378,102,179,229,102
2861,67,67,539,382,104,181,228,104
2862,69,69,546,371,100,189,234,100
2863,74,74,535,380,104,179,228,104
2864,77,77,539,380,102,183,229,102
2865,81,81,679,414,136,212,315,136
2866,82,82,557,377,102,192,238,102
2867,83,83,540,382,102,184,229,102
2868,84,84,543,372,100,188,235,100
2869,85,85,547,369,100,190,235,100
2870,93,93,541,381,102,183,229,102
2871,98,98,505,348,96,170,215,96
2872,99,99,534,381,104,178,228,104
2873,104,104,545,368,100,188,235,100
2874,106,106,534,377,102,179,229,102
2875,107,107,494,346,98,160,216,98
2876,109,109,542,371,100,188,233,100
2877,113,113,500,348,96,166,218,96
2878,114,114,537,382,104,180,227,104
2879,115,115,546,371,100,191,233,100
2880,117,117,535,380,104,178,226,104
2881,165,165,535,381,104,178,228,104
2882,166,166,552,370,100,192,235,100
2883,198,198,545,371,100,187,235,100
2884,199,199,542,367,100,183,235,100
2885,233,233,550,371,100,192,233,100
2886,234,234,549,374,100,191,235,100
2887,240,240,548,369,100,189,233,100
2888,241,241,548,376,100,191,235,100
2889,249,249,542,372,100,187,235,100
2890,251,251,505,349,96,170,217,96
2891,252,252,500,343,96,164,217,96
2892,254,254,550,379,102,189,236,102
2893,256,256,559,380,102,193,238,102
2894,261,261,543,371,100,187,235,100
2895,262,262,537,379,104,182,227,104
2896,263,263,547,370,100,191,233,100
2897,302,302,532,375,102,176,229,102
2898,306,306,548,374,100,191,235,100
2899,317,317,533,374,102,179,229,102
2900,325,325,541,365,100,183,233,100
2901,334,334,503,349,96,168,217,96
2902,335,335,543,369,100,186,233,100
2903,336,336,506,355,98,170,217,98
2904,337,337,548,375,100,192,233,100
2905,342,342,544,370,100,188,233,100
2906,345,345,548,373,100,191,235,100
2907,346,346,538,380,102,182,229,102
2908,351,351,552,373,100,194,235,100
2909,353,353,508,352,96,171,218,96
2910,354,354,538,380,102,181,229,102
2911,365,365,549,376,100,191,235,100
2912,380,380,537,381,104,181,228,104
2913,383,383,535,374,102,178,229,102
2914,404,404,546,370,100,190,233,100
2915,406,406,541,364,100,184,234,100
2916,411,411,550,374,100,191,235,100
2917,416,416,537,380,102,181,229,102
2918,419,419,535,376,102,179,229,102
2919,420,420,508,358,98,172,217,98
2920,421,421,548,371,100,191,233,100
2921,424,424,542,373,100,185,235,100
2922,425,425,550,377,102,187,238,102
2923,426,426,550,372,100,191,235,100
2924,428,428,500,351,98,163,216,98
2925,435,435,539,366,100,185,231,100
