,A,B,mean_value,fidelity,probs
1673,81,69,3.814697265624984e-06,0.9949779912004264,"[1.66245716e-03 1.70734812e-03 1.68029795e-03 ... 1.43914598e-10
 6.69095947e-11 6.92097936e-13]"
1674,69,82,3.814697265624983e-06,0.9981680391032125,"[1.67264272e-03 1.71551975e-03 1.69302813e-03 ... 9.99253244e-11
 4.73022181e-11 1.24390615e-12]"
1675,82,69,3.814697265624983e-06,0.9981680391032125,"[1.67264272e-03 1.71551975e-03 1.69302813e-03 ... 9.99253244e-11
 4.73022181e-11 1.24390615e-12]"
1676,69,83,3.8146972656249843e-06,0.9978359774267807,"[1.67846282e-03 1.71493976e-03 1.70495485e-03 ... 1.90472980e-10
 9.86974506e-11 4.58683658e-12]"
1677,83,69,3.8146972656249843e-06,0.9978359774267807,"[1.67846282e-03 1.71493976e-03 1.70495485e-03 ... 1.90472980e-10
 9.86974506e-11 4.58683658e-12]"
1678,69,84,3.8146972656249826e-06,0.9956205886265743,"[1.66554910e-03 1.70835832e-03 1.69927815e-03 ... 1.61669029e-10
 7.71866781e-11 2.46989231e-12]"
1679,84,69,3.8146972656249826e-06,0.9956205886265743,"[1.66554910e-03 1.70835832e-03 1.69927815e-03 ... 1.61669029e-10
 7.71866781e-11 2.46989231e-12]"
1680,69,85,3.814697265624983e-06,0.9937793205155593,"[1.66047030e-03 1.69678474e-03 1.67983208e-03 ... 1.67779259e-10
 8.85110978e-11 2.66196096e-12]"
1681,85,69,3.814697265624983e-06,0.9937793205155593,"[1.66047030e-03 1.69678474e-03 1.67983208e-03 ... 1.67779259e-10
 8.85110978e-11 2.66196096e-12]"
1682,69,93,3.814697265624983e-06,0.995454512504205,"[1.67688259e-03 1.70487878e-03 1.69779561e-03 ... 1.19307451e-10
 6.67945492e-11 7.09449518e-13]"
1683,93,69,3.814697265624983e-06,0.995454512504205,"[1.67688259e-03 1.70487878e-03 1.69779561e-03 ... 1.19307451e-10
 6.67945492e-11 7.09449518e-13]"
1684,69,98,3.8146972656249826e-06,0.9988172339158493,"[1.67123008e-03 1.71799458e-03 1.70142848e-03 ... 1.39719313e-10
 6.52486291e-11 5.51593576e-14]"
1685,98,69,3.8146972656249826e-06,0.9988172339158493,"[1.67123008e-03 1.71799458e-03 1.70142848e-03 ... 1.39719313e-10
 6.52486291e-11 5.51593576e-14]"
1686,69,99,3.8146972656249826e-06,0.998709834184067,"[1.67650342e-03 1.71455166e-03 1.69965680e-03 ... 1.42591696e-10
 7.12645876e-11 3.87960960e-13]"
1687,99,69,3.8146972656249826e-06,0.998709834184067,"[1.67650342e-03 1.71455166e-03 1.69965680e-03 ... 1.42591696e-10
 7.12645876e-11 3.87960960e-13]"
1688,69,104,3.8146972656249843e-06,0.9975468361291073,"[1.67312593e-03 1.71670060e-03 1.69352208e-03 ... 1.97036194e-10
 9.19029325e-11 2.86439542e-12]"
1689,104,69,3.8146972656249843e-06,0.9975468361291073,"[1.67312593e-03 1.71670060e-03 1.69352208e-03 ... 1.97036194e-10
 9.19029325e-11 2.86439542e-12]"
1690,69,106,3.8146972656249835e-06,0.9982443071339946,"[1.68004491e-03 1.71439918e-03 1.69971853e-03 ... 1.23863361e-10
 6.47707815e-11 9.80196834e-14]"
1691,106,69,3.8146972656249835e-06,0.9982443071339946,"[1.68004491e-03 1.71439918e-03 1.69971853e-03 ... 1.23863361e-10
 6.47707815e-11 9.80196834e-14]"
1692,69,107,3.81469726562498e-06,0.9991143602137478,"[1.67514924e-03 1.72116306e-03 1.70259187e-03 ... 1.58704195e-10
 7.29402974e-11 3.34229335e-13]"
1693,107,69,3.81469726562498e-06,0.9991143602137478,"[1.67514924e-03 1.72116306e-03 1.70259187e-03 ... 1.58704195e-10
 7.29402974e-11 3.34229335e-13]"
1694,69,109,3.8146972656249826e-06,0.9977695001885383,"[1.67431179e-03 1.71471404e-03 1.70007230e-03 ... 1.78946437e-10
 8.89156401e-11 2.18186445e-12]"
1695,109,69,3.8146972656249826e-06,0.9977695001885383,"[1.67431179e-03 1.71471404e-03 1.70007230e-03 ... 1.78946437e-10
 8.89156401e-11 2.18186445e-12]"
1696,69,113,3.814697265624985e-06,0.9973233084074968,"[1.67482726e-03 1.71136171e-03 1.69634266e-03 ... 1.26648334e-10
 6.50795224e-11 4.49524645e-14]"
1697,113,69,3.814697265624985e-06,0.9973233084074968,"[1.67482726e-03 1.71136171e-03 1.69634266e-03 ... 1.26648334e-10
 6.50795224e-11 4.49524645e-14]"
1698,69,114,3.814697265624984e-06,0.9987582275503835,"[1.67482811e-03 1.71694149e-03 1.69862768e-03 ... 1.46371022e-10
 6.93509980e-11 2.16393146e-13]"
1699,114,69,3.814697265624984e-06,0.9987582275503835,"[1.67482811e-03 1.71694149e-03 1.69862768e-03 ... 1.46371022e-10
 6.93509980e-11 2.16393146e-13]"
1700,69,115,3.8146972656249835e-06,0.9875709842358483,"[1.63160910e-03 1.66145498e-03 1.68608456e-03 ... 2.38915443e-10
 1.41388653e-10 2.03651663e-11]"
1701,115,69,3.8146972656249835e-06,0.9875709842358483,"[1.63160910e-03 1.66145498e-03 1.68608456e-03 ... 2.38915443e-10
 1.41388653e-10 2.03651663e-11]"
1702,69,117,3.8146972656249835e-06,0.9990662221245578,"[1.67313147e-03 1.72389472e-03 1.69861773e-03 ... 1.29929416e-10
 5.45550158e-11 3.13307729e-13]"
1703,117,69,3.8146972656249835e-06,0.9990662221245578,"[1.67313147e-03 1.72389472e-03 1.69861773e-03 ... 1.29929416e-10
 5.45550158e-11 3.13307729e-13]"
1704,69,165,3.814697265624983e-06,0.993906611134316,"[1.66337388e-03 1.70309282e-03 1.68739419e-03 ... 2.12764642e-10
 1.00338963e-10 5.02626876e-12]"
1705,165,69,3.814697265624983e-06,0.993906611134316,"[1.66337388e-03 1.70309282e-03 1.68739419e-03 ... 2.12764642e-10
 1.00338963e-10 5.02626876e-12]"
1706,69,166,3.814697265624983e-06,0.9981650134927627,"[1.66956477e-03 1.72538471e-03 1.68619735e-03 ... 1.11970024e-10
 4.18599621e-11 2.68978257e-12]"
1707,166,69,3.814697265624983e-06,0.9981650134927627,"[1.66956477e-03 1.72538471e-03 1.68619735e-03 ... 1.11970024e-10
 4.18599621e-11 2.68978257e-12]"
1708,69,198,3.8146972656249835e-06,0.9981691568957763,"[1.67507253e-03 1.71943433e-03 1.70341449e-03 ... 1.15013084e-10
 5.36040820e-11 8.96971496e-13]"
1709,198,69,3.8146972656249835e-06,0.9981691568957763,"[1.67507253e-03 1.71943433e-03 1.70341449e-03 ... 1.15013084e-10
 5.36040820e-11 8.96971496e-13]"
1710,69,199,3.8146972656249826e-06,0.9978117542184736,"[1.67686111e-03 1.71796926e-03 1.69920491e-03 ... 1.35814933e-10
 6.50376006e-11 7.13525548e-14]"
1711,199,69,3.8146972656249826e-06,0.9978117542184736,"[1.67686111e-03 1.71796926e-03 1.69920491e-03 ... 1.35814933e-10
 6.50376006e-11 7.13525548e-14]"
1712,69,233,3.814697265624984e-06,0.9977460669631464,"[1.66913772e-03 1.70972661e-03 1.70562287e-03 ... 1.51288801e-10
 7.80346288e-11 1.35261932e-12]"
1713,233,69,3.814697265624984e-06,0.9977460669631464,"[1.66913772e-03 1.70972661e-03 1.70562287e-03 ... 1.51288801e-10
 7.80346288e-11 1.35261932e-12]"
1714,69,234,3.814697265624984e-06,0.9983040695050931,"[1.67984577e-03 1.71826207e-03 1.70289669e-03 ... 1.65679093e-10
 8.35308027e-11 1.46514034e-12]"
1715,234,69,3.814697265624984e-06,0.9983040695050931,"[1.67984577e-03 1.71826207e-03 1.70289669e-03 ... 1.65679093e-10
 8.35308027e-11 1.46514034e-12]"
1716,69,240,3.814697265624984e-06,0.9978688423273181,"[1.67425487e-03 1.70805998e-03 1.70836540e-03 ... 1.67090202e-10
 9.00051257e-11 3.47766712e-12]"
1717,240,69,3.814697265624984e-06,0.9978688423273181,"[1.67425487e-03 1.70805998e-03 1.70836540e-03 ... 1.67090202e-10
 9.00051257e-11 3.47766712e-12]"
1718,69,241,3.814697265624985e-06,0.9966609847748504,"[1.67390400e-03 1.70721691e-03 1.69032609e-03 ... 1.29327807e-10
 6.50577552e-11 2.79648769e-14]"
1719,241,69,3.814697265624985e-06,0.9966609847748504,"[1.67390400e-03 1.70721691e-03 1.69032609e-03 ... 1.29327807e-10
 6.50577552e-11 2.79648769e-14]"
1720,69,249,3.814697265624982e-06,0.9987274907113557,"[1.67647633e-03 1.72199906e-03 1.69590879e-03 ... 1.43407966e-10
 6.42794436e-11 1.53604372e-13]"
1721,249,69,3.814697265624982e-06,0.9987274907113557,"[1.67647633e-03 1.72199906e-03 1.69590879e-03 ... 1.43407966e-10
 6.42794436e-11 1.53604372e-13]"
1722,69,251,3.814697265624982e-06,0.9991629131545943,"[1.67568951e-03 1.72000443e-03 1.69663919e-03 ... 1.33593344e-10
 6.19118534e-11 5.57163688e-14]"
1723,251,69,3.814697265624982e-06,0.9991629131545943,"[1.67568951e-03 1.72000443e-03 1.69663919e-03 ... 1.33593344e-10
 6.19118534e-11 5.57163688e-14]"
1724,69,252,3.814697265624982e-06,0.992745328968406,"[1.66383651e-03 1.69257781e-03 1.68740324e-03 ... 2.80627063e-10
 1.57437072e-10 2.03376703e-11]"
1725,252,69,3.814697265624982e-06,0.992745328968406,"[1.66383651e-03 1.69257781e-03 1.68740324e-03 ... 2.80627063e-10
 1.57437072e-10 2.03376703e-11]"
1726,69,254,3.8146972656249826e-06,0.9963951656002776,"[1.66803232e-03 1.70711357e-03 1.70264374e-03 ... 1.36535626e-10
 7.00140830e-11 1.11145774e-12]"
1727,254,69,3.8146972656249826e-06,0.9963951656002776,"[1.66803232e-03 1.70711357e-03 1.70264374e-03 ... 1.36535626e-10
 7.00140830e-11 1.11145774e-12]"
1728,69,256,3.814697265624983e-06,0.9986739801321964,"[1.67518090e-03 1.71685794e-03 1.70481619e-03 ... 1.51950303e-10
 7.32766827e-11 6.07467250e-13]"
1729,256,69,3.814697265624983e-06,0.9986739801321964,"[1.67518090e-03 1.71685794e-03 1.70481619e-03 ... 1.51950303e-10
 7.32766827e-11 6.07467250e-13]"
1730,69,261,3.8146972656249835e-06,0.9989312341210996,"[1.67647041e-03 1.71726414e-03 1.69802356e-03 ... 1.30857760e-10
 6.33249611e-11 2.58825839e-15]"
1731,261,69,3.8146972656249835e-06,0.9989312341210996,"[1.67647041e-03 1.71726414e-03 1.69802356e-03 ... 1.30857760e-10
 6.33249611e-11 2.58825839e-15]"
1732,69,262,3.8146972656249822e-06,0.9988375313037405,"[1.68002789e-03 1.71581475e-03 1.70160046e-03 ... 1.52480902e-10
 7.87192371e-11 8.92854245e-13]"
1733,262,69,3.8146972656249822e-06,0.9988375313037405,"[1.68002789e-03 1.71581475e-03 1.70160046e-03 ... 1.52480902e-10
 7.87192371e-11 8.92854245e-13]"
1734,69,263,3.814697265624983e-06,0.9978452699545408,"[1.66984192e-03 1.70757374e-03 1.69873307e-03 ... 1.79068674e-10
 9.05717036e-11 3.33794940e-12]"
1735,263,69,3.814697265624983e-06,0.9978452699545408,"[1.66984192e-03 1.70757374e-03 1.69873307e-03 ... 1.79068674e-10
 9.05717036e-11 3.33794940e-12]"
1736,69,302,3.814697265624983e-06,0.9941274794731267,"[1.65365865e-03 1.68951031e-03 1.67233939e-03 ... 1.05355037e-10
 5.26139002e-11 1.30874534e-12]"
1737,302,69,3.814697265624983e-06,0.9941274794731267,"[1.65365865e-03 1.68951031e-03 1.67233939e-03 ... 1.05355037e-10
 5.26139002e-11 1.30874534e-12]"
1738,69,306,3.814697265624982e-06,0.9947934887148824,"[1.66476492e-03 1.70254444e-03 1.68003703e-03 ... 1.25077861e-10
 6.29846275e-11 2.31791294e-13]"
1739,306,69,3.814697265624982e-06,0.9947934887148824,"[1.66476492e-03 1.70254444e-03 1.68003703e-03 ... 1.25077861e-10
 6.29846275e-11 2.31791294e-13]"
1740,69,317,3.8146972656249822e-06,0.999200453341329,"[1.67595064e-03 1.71749435e-03 1.69543587e-03 ... 1.12263877e-10
 5.36925263e-11 5.65754072e-13]"
1741,317,69,3.8146972656249822e-06,0.999200453341329,"[1.67595064e-03 1.71749435e-03 1.69543587e-03 ... 1.12263877e-10
 5.36925263e-11 5.65754072e-13]"
1742,69,325,3.8146972656249843e-06,0.9723449633521473,"[1.56672848e-03 1.59625068e-03 1.58010506e-03 ... 6.71147484e-11
 3.55421903e-11 5.74365391e-12]"
1743,325,69,3.8146972656249843e-06,0.9723449633521473,"[1.56672848e-03 1.59625068e-03 1.58010506e-03 ... 6.71147484e-11
 3.55421903e-11 5.74365391e-12]"
1744,69,334,3.814697265624983e-06,0.9964792448757795,"[1.66967336e-03 1.70171625e-03 1.70686656e-03 ... 2.51751638e-10
 1.39418190e-10 1.75420678e-11]"
1745,334,69,3.814697265624983e-06,0.9964792448757795,"[1.66967336e-03 1.70171625e-03 1.70686656e-03 ... 2.51751638e-10
 1.39418190e-10 1.75420678e-11]"
1746,69,335,3.814697265624982e-06,0.9898271224066588,"[1.64548951e-03 1.67609798e-03 1.69183010e-03 ... 3.29191993e-10
 1.83934903e-10 3.96221400e-11]"
1747,335,69,3.814697265624982e-06,0.9898271224066588,"[1.64548951e-03 1.67609798e-03 1.69183010e-03 ... 3.29191993e-10
 1.83934903e-10 3.96221400e-11]"
1748,69,336,3.814697265624982e-06,0.9583968593308285,"[1.54823264e-03 1.56489219e-03 1.56155669e-03 ... 1.23709840e-10
 8.06889454e-11 1.89212859e-12]"
1749,336,69,3.814697265624982e-06,0.9583968593308285,"[1.54823264e-03 1.56489219e-03 1.56155669e-03 ... 1.23709840e-10
 8.06889454e-11 1.89212859e-12]"
1750,69,337,3.8146972656249843e-06,0.9964072458696113,"[1.67106355e-03 1.70529177e-03 1.69446172e-03 ... 2.43085044e-10
 1.24931623e-10 1.09207714e-11]"
1751,337,69,3.8146972656249843e-06,0.9964072458696113,"[1.67106355e-03 1.70529177e-03 1.69446172e-03 ... 2.43085044e-10
 1.24931623e-10 1.09207714e-11]"
1752,69,342,3.8146972656249822e-06,0.9975282250084773,"[1.67913210e-03 1.71187175e-03 1.70293351e-03 ... 1.71633683e-10
 9.07952726e-11 2.84201824e-12]"
1753,342,69,3.8146972656249822e-06,0.9975282250084773,"[1.67913210e-03 1.71187175e-03 1.70293351e-03 ... 1.71633683e-10
 9.07952726e-11 2.84201824e-12]"
1754,69,345,3.8146972656249826e-06,0.9980888843936692,"[1.67003918e-03 1.70925099e-03 1.68951370e-03 ... 1.11917253e-10
 5.41853114e-11 6.07837215e-13]"
1755,345,69,3.8146972656249826e-06,0.9980888843936692,"[1.67003918e-03 1.70925099e-03 1.68951370e-03 ... 1.11917253e-10
 5.41853114e-11 6.07837215e-13]"
1756,69,346,3.814697265624982e-06,0.9979809571731544,"[1.67364729e-03 1.71680240e-03 1.69355978e-03 ... 1.62134397e-10
 7.18706744e-11 3.13897582e-13]"
1757,346,69,3.814697265624982e-06,0.9979809571731544,"[1.67364729e-03 1.71680240e-03 1.69355978e-03 ... 1.62134397e-10
 7.18706744e-11 3.13897582e-13]"
1758,69,351,3.814697265624983e-06,0.9974132385169592,"[1.67091327e-03 1.70395346e-03 1.70725032e-03 ... 1.63525567e-10
 9.05788232e-11 3.77359625e-12]"
1759,351,69,3.814697265624983e-06,0.9974132385169592,"[1.67091327e-03 1.70395346e-03 1.70725032e-03 ... 1.63525567e-10
 9.05788232e-11 3.77359625e-12]"
1760,69,353,3.8146972656249826e-06,0.9996948428167545,"[1.67577091e-03 1.71937167e-03 1.70126204e-03 ... 1.19311703e-10
 5.61745196e-11 4.03149263e-13]"
1761,353,69,3.8146972656249826e-06,0.9996948428167545,"[1.67577091e-03 1.71937167e-03 1.70126204e-03 ... 1.19311703e-10
 5.61745196e-11 4.03149263e-13]"
1762,69,354,3.8146972656249826e-06,0.9993111660190184,"[1.67854468e-03 1.71461475e-03 1.70787110e-03 ... 1.45442640e-10
 7.75064638e-11 4.07863905e-13]"
1763,354,69,3.8146972656249826e-06,0.9993111660190184,"[1.67854468e-03 1.71461475e-03 1.70787110e-03 ... 1.45442640e-10
 7.75064638e-11 4.07863905e-13]"
1764,69,365,3.814697265624983e-06,0.9838734515349414,"[1.63432060e-03 1.66122602e-03 1.64759566e-03 ... 2.12872905e-10
 1.21540475e-10 1.14536488e-11]"
1765,365,69,3.814697265624983e-06,0.9838734515349414,"[1.63432060e-03 1.66122602e-03 1.64759566e-03 ... 2.12872905e-10
 1.21540475e-10 1.14536488e-11]"
1766,69,380,3.814697265624983e-06,0.9985751655689408,"[1.67344629e-03 1.71986925e-03 1.69127742e-03 ... 1.27209525e-10
 5.60766214e-11 5.20888314e-13]"
1767,380,69,3.814697265624983e-06,0.9985751655689408,"[1.67344629e-03 1.71986925e-03 1.69127742e-03 ... 1.27209525e-10
 5.60766214e-11 5.20888314e-13]"
1768,69,383,3.814697265624983e-06,0.9962707666988966,"[1.66833466e-03 1.71795014e-03 1.69050956e-03 ... 1.32082199e-10
 5.34087330e-11 2.90759244e-13]"
1769,383,69,3.814697265624983e-06,0.9962707666988966,"[1.66833466e-03 1.71795014e-03 1.69050956e-03 ... 1.32082199e-10
 5.34087330e-11 2.90759244e-13]"
1770,69,404,3.8146972656249835e-06,0.998955161050596,"[1.67805713e-03 1.71462803e-03 1.69939457e-03 ... 1.60291082e-10
 8.06078003e-11 7.34035492e-13]"
1771,404,69,3.8146972656249835e-06,0.998955161050596,"[1.67805713e-03 1.71462803e-03 1.69939457e-03 ... 1.60291082e-10
 8.06078003e-11 7.34035492e-13]"
1772,69,406,3.814697265624984e-06,0.9568881378303378,"[1.55549596e-03 1.57325505e-03 1.56810373e-03 ... 2.12809842e-10
 1.20433179e-10 9.09149367e-12]"
1773,406,69,3.814697265624984e-06,0.9568881378303378,"[1.55549596e-03 1.57325505e-03 1.56810373e-03 ... 2.12809842e-10
 1.20433179e-10 9.09149367e-12]"
1774,69,411,3.8146972656249843e-06,0.9991997808421266,"[1.67667861e-03 1.72121275e-03 1.70202808e-03 ... 1.49893026e-10
 6.92455841e-11 1.26110494e-13]"
1775,411,69,3.8146972656249843e-06,0.9991997808421266,"[1.67667861e-03 1.72121275e-03 1.70202808e-03 ... 1.49893026e-10
 6.92455841e-11 1.26110494e-13]"
1776,69,416,3.8146972656249835e-06,0.9982792039195982,"[1.67708870e-03 1.71551833e-03 1.69612924e-03 ... 1.29772350e-10
 6.27227344e-11 3.64925002e-15]"
1777,416,69,3.8146972656249835e-06,0.9982792039195982,"[1.67708870e-03 1.71551833e-03 1.69612924e-03 ... 1.29772350e-10
 6.27227344e-11 3.64925002e-15]"
1778,69,419,3.814697265624984e-06,0.995505812875686,"[1.67118452e-03 1.69677988e-03 1.68952247e-03 ... 1.86412293e-10
 1.05377253e-10 6.26587991e-12]"
1779,419,69,3.814697265624984e-06,0.995505812875686,"[1.67118452e-03 1.69677988e-03 1.68952247e-03 ... 1.86412293e-10
 1.05377253e-10 6.26587991e-12]"
1780,69,420,3.8146972656249848e-06,0.9976260373930212,"[1.67251441e-03 1.71073235e-03 1.69002109e-03 ... 1.19481710e-10
 5.96618316e-11 1.48549370e-13]"
1781,420,69,3.8146972656249848e-06,0.9976260373930212,"[1.67251441e-03 1.71073235e-03 1.69002109e-03 ... 1.19481710e-10
 5.96618316e-11 1.48549370e-13]"
1782,69,421,3.8146972656249822e-06,0.9885866626667394,"[1.64876517e-03 1.65677265e-03 1.68464027e-03 ... 1.73815860e-10
 1.25005947e-10 1.19660054e-11]"
1783,421,69,3.8146972656249822e-06,0.9885866626667394,"[1.64876517e-03 1.65677265e-03 1.68464027e-03 ... 1.73815860e-10
 1.25005947e-10 1.19660054e-11]"
1784,69,424,3.814697265624984e-06,0.9903724113976802,"[1.64834164e-03 1.67981923e-03 1.69317160e-03 ... 3.02792434e-10
 1.68856833e-10 3.50983337e-11]"
1785,424,69,3.814697265624984e-06,0.9903724113976802,"[1.64834164e-03 1.67981923e-03 1.69317160e-03 ... 3.02792434e-10
 1.68856833e-10 3.50983337e-11]"
1786,69,425,3.8146972656249835e-06,0.9978859765570889,"[1.67370207e-03 1.71620108e-03 1.69859954e-03 ... 1.69561944e-10
 8.05879672e-11 1.53955541e-12]"
1787,425,69,3.8146972656249835e-06,0.9978859765570889,"[1.67370207e-03 1.71620108e-03 1.69859954e-03 ... 1.69561944e-10
 8.05879672e-11 1.53955541e-12]"
1788,69,426,3.814697265624983e-06,0.9987649674042068,"[1.67494433e-03 1.71954472e-03 1.70519980e-03 ... 1.46657354e-10
 6.85678314e-11 1.90353590e-13]"
1789,426,69,3.814697265624983e-06,0.9987649674042068,"[1.67494433e-03 1.71954472e-03 1.70519980e-03 ... 1.46657354e-10
 6.85678314e-11 1.90353590e-13]"
1790,69,428,3.814697265624981e-06,0.9986334324572261,"[1.67655482e-03 1.71915670e-03 1.69864184e-03 ... 1.32541082e-10
 6.22859365e-11 7.61698888e-14]"
1791,428,69,3.814697265624981e-06,0.9986334324572261,"[1.67655482e-03 1.71915670e-03 1.69864184e-03 ... 1.32541082e-10
 6.22859365e-11 7.61698888e-14]"
1792,69,435,3.8146972656249826e-06,0.9980940154840476,"[1.67428919e-03 1.72132874e-03 1.69513278e-03 ... 1.36529113e-10
 5.78846479e-11 7.75585049e-14]"
1793,435,69,3.8146972656249826e-06,0.9980940154840476,"[1.67428919e-03 1.72132874e-03 1.69513278e-03 ... 1.36529113e-10
 5.78846479e-11 7.75585049e-14]"
1794,74,77,3.814697265624982e-06,0.9962825007512051,"[1.67152671e-03 1.71427526e-03 1.69441169e-03 ... 1.50818472e-10
 6.83376451e-11 3.36262135e-12]"
1795,77,74,3.814697265624982e-06,0.9962825007512051,"[1.67152671e-03 1.71427526e-03 1.69441169e-03 ... 1.50818472e-10
 6.83376451e-11 3.36262135e-12]"
1796,74,81,3.8146972656249822e-06,0.9946933387049126,"[1.65854363e-03 1.71500057e-03 1.67524010e-03 ... 1.45471532e-10
 5.89600129e-11 1.15571031e-12]"
1797,81,74,3.8146972656249822e-06,0.9946933387049126,"[1.65854363e-03 1.71500057e-03 1.67524010e-03 ... 1.45471532e-10
 5.89600129e-11 1.15571031e-12]"
1798,74,82,3.8146972656249822e-06,0.9975484182880553,"[1.66910143e-03 1.72275460e-03 1.68822742e-03 ... 1.00545166e-10
 4.11576178e-11 4.65242313e-13]"
1799,82,74,3.8146972656249822e-06,0.9975484182880553,"[1.66910143e-03 1.72275460e-03 1.68822742e-03 ... 1.00545166e-10
 4.11576178e-11 4.65242313e-13]"
1800,74,83,3.8146972656249835e-06,0.99813571186857,"[1.67594758e-03 1.72104093e-03 1.70078013e-03 ... 1.90779134e-10
 8.40983093e-11 8.30693453e-12]"
1801,83,74,3.8146972656249835e-06,0.99813571186857,"[1.67594758e-03 1.72104093e-03 1.70078013e-03 ... 1.90779134e-10
 8.40983093e-11 8.30693453e-12]"
1802,74,84,3.814697265624981e-06,0.9960812486034578,"[1.66214607e-03 1.71533242e-03 1.69382881e-03 ... 1.62534596e-10
 6.57205778e-11 5.20621241e-12]"
1803,84,74,3.814697265624981e-06,0.9960812486034578,"[1.66214607e-03 1.71533242e-03 1.69382881e-03 ... 1.62534596e-10
 6.57205778e-11 5.20621241e-12]"
1804,74,85,3.8146972656249805e-06,0.9929088072111816,"[1.65778112e-03 1.70314498e-03 1.67591062e-03 ... 1.71498472e-10
 7.90249529e-11 5.42393326e-12]"
1805,85,74,3.8146972656249805e-06,0.9929088072111816,"[1.65778112e-03 1.70314498e-03 1.67591062e-03 ... 1.71498472e-10
 7.90249529e-11 5.42393326e-12]"
1806,74,93,3.814697265624981e-06,0.995343376376638,"[1.67541783e-03 1.70999314e-03 1.69513815e-03 ... 1.16649904e-10
 5.63179825e-11 1.89699781e-12]"
1807,93,74,3.814697265624981e-06,0.995343376376638,"[1.67541783e-03 1.70999314e-03 1.69513815e-03 ... 1.16649904e-10
 5.63179825e-11 1.89699781e-12]"
1808,74,98,3.8146972656249822e-06,0.9984585430293931,"[1.66730879e-03 1.72549664e-03 1.69558138e-03 ... 1.43493475e-10
 5.70520456e-11 8.36656790e-13]"
1809,98,74,3.8146972656249822e-06,0.9984585430293931,"[1.66730879e-03 1.72549664e-03 1.69558138e-03 ... 1.43493475e-10
 5.70520456e-11 8.36656790e-13]"
1810,74,99,3.8146972656249797e-06,0.9983384802781017,"[1.67362480e-03 1.72111987e-03 1.69536177e-03 ... 1.42161189e-10
 6.12171385e-11 1.65400799e-12]"
1811,99,74,3.8146972656249797e-06,0.9983384802781017,"[1.67362480e-03 1.72111987e-03 1.69536177e-03 ... 1.42161189e-10
 6.12171385e-11 1.65400799e-12]"
1812,74,104,3.8146972656249822e-06,0.998211273822577,"[1.66945256e-03 1.72409415e-03 1.68854420e-03 ... 1.95633294e-10
 7.79097123e-11 5.74064564e-12]"
1813,104,74,3.8146972656249822e-06,0.998211273822577,"[1.66945256e-03 1.72409415e-03 1.68854420e-03 ... 1.95633294e-10
 7.79097123e-11 5.74064564e-12]"
1814,74,106,3.8146972656249814e-06,0.9980573426950878,"[1.67768878e-03 1.72043660e-03 1.69617150e-03 ... 1.20607787e-10
 5.44002966e-11 7.54520665e-13]"
1815,106,74,3.8146972656249814e-06,0.9980573426950878,"[1.67768878e-03 1.72043660e-03 1.69617150e-03 ... 1.20607787e-10
 5.44002966e-11 7.54520665e-13]"
1816,74,107,3.814697265624981e-06,0.999368464773319,"[1.67129259e-03 1.72863772e-03 1.69697489e-03 ... 1.60677696e-10
 6.23594873e-11 1.55614521e-12]"
1817,107,74,3.814697265624981e-06,0.999368464773319,"[1.67129259e-03 1.72863772e-03 1.69697489e-03 ... 1.60677696e-10
 6.23594873e-11 1.55614521e-12]"
1818,74,109,3.814697265624981e-06,0.9982190696296194,"[1.67122978e-03 1.72139527e-03 1.69535444e-03 ... 1.77850127e-10
 7.51394378e-11 4.92993838e-12]"
1819,109,74,3.814697265624981e-06,0.9982190696296194,"[1.67122978e-03 1.72139527e-03 1.69535444e-03 ... 1.77850127e-10
 7.51394378e-11 4.92993838e-12]"
1820,74,113,3.814697265624984e-06,0.9970577760939129,"[1.67217248e-03 1.71768261e-03 1.69232656e-03 ... 1.23000701e-10
 5.48041427e-11 4.82012718e-13]"
1821,113,74,3.814697265624984e-06,0.9970577760939129,"[1.67217248e-03 1.71768261e-03 1.69232656e-03 ... 1.23000701e-10
 5.48041427e-11 4.82012718e-13]"
1822,74,114,3.814697265624984e-06,0.9985560522347727,"[1.67138751e-03 1.72408066e-03 1.69371900e-03 ... 1.48070435e-10
 6.00477090e-11 1.29977377e-12]"
1823,114,74,3.814697265624984e-06,0.9985560522347727,"[1.67138751e-03 1.72408066e-03 1.69371900e-03 ... 1.48070435e-10
 6.00477090e-11 1.29977377e-12]"
1824,74,115,3.8146972656249822e-06,0.9860059971028952,"[1.63025595e-03 1.66608184e-03 1.68137245e-03 ... 2.59609667e-10
 1.31049917e-10 3.09355668e-11]"
1825,115,74,3.8146972656249822e-06,0.9860059971028952,"[1.63025595e-03 1.66608184e-03 1.68137245e-03 ... 2.59609667e-10
 1.31049917e-10 3.09355668e-11]"
1826,74,117,3.814697265624982e-06,0.999488853955139,"[1.66853632e-03 1.73218474e-03 1.69241774e-03 ... 1.30037826e-10
 4.61212434e-11 6.31433840e-14]"
1827,117,74,3.814697265624982e-06,0.999488853955139,"[1.66853632e-03 1.73218474e-03 1.69241774e-03 ... 1.30037826e-10
 4.61212434e-11 6.31433840e-14]"
1828,74,165,3.8146972656249822e-06,0.9952223552689528,"[1.66022426e-03 1.70992324e-03 1.68278222e-03 ... 2.10821617e-10
 8.37110692e-11 9.83395073e-12]"
