,A,B,mean_value,fidelity,probs
97,317,23,3.8146972656249835e-06,0.9960050258952151,"[1.67167613e-03 1.70921598e-03 1.69394711e-03 ... 1.92452864e-10
 9.66423556e-11 1.56644718e-11]"
98,23,325,3.8146972656249843e-06,0.9605200247231092,"[1.56232603e-03 1.58888881e-03 1.57760127e-03 ... 1.24757101e-10
 6.98800962e-11 2.53478439e-11]"
99,325,23,3.8146972656249843e-06,0.9605200247231092,"[1.56232603e-03 1.58888881e-03 1.57760127e-03 ... 1.24757101e-10
 6.98800962e-11 2.53478439e-11]"
100,23,334,3.814697265624983e-06,0.9985245393859219,"[1.66481711e-03 1.69401039e-03 1.70719981e-03 ... 4.05033297e-10
 2.38566107e-10 2.55855001e-12]"
101,334,23,3.814697265624983e-06,0.9985245393859219,"[1.66481711e-03 1.69401039e-03 1.70719981e-03 ... 4.05033297e-10
 2.38566107e-10 2.55855001e-12]"
102,23,335,3.814697265624983e-06,0.9939648425789893,"[1.64062070e-03 1.66838326e-03 1.69343423e-03 ... 5.32941112e-10
 3.17474633e-10 1.58966899e-11]"
103,335,23,3.814697265624983e-06,0.9939648425789893,"[1.64062070e-03 1.66838326e-03 1.69343423e-03 ... 5.32941112e-10
 3.17474633e-10 1.58966899e-11]"
104,23,336,3.8146972656249814e-06,0.9665265484511592,"[1.54325858e-03 1.55821738e-03 1.55822355e-03 ... 2.18196745e-10
 1.51212085e-10 6.99054024e-13]"
105,336,23,3.8146972656249814e-06,0.9665265484511592,"[1.54325858e-03 1.55821738e-03 1.55822355e-03 ... 2.18196745e-10
 1.51212085e-10 6.99054024e-13]"
106,23,337,3.814697265624983e-06,0.9978629741541354,"[1.66642863e-03 1.69734468e-03 1.69309549e-03 ... 4.11036681e-10
 2.28234305e-10 3.91532919e-13]"
107,337,23,3.814697265624983e-06,0.9978629741541354,"[1.66642863e-03 1.69734468e-03 1.69309549e-03 ... 4.11036681e-10
 2.28234305e-10 3.91532919e-13]"
108,23,342,3.8146972656249822e-06,0.997529573655161,"[1.67436878e-03 1.70411895e-03 1.70163184e-03 ... 2.82768476e-10
 1.60550043e-10 4.53558514e-12]"
109,342,23,3.8146972656249822e-06,0.997529573655161,"[1.67436878e-03 1.70411895e-03 1.70163184e-03 ... 2.82768476e-10
 1.60550043e-10 4.53558514e-12]"
110,23,345,3.8146972656249835e-06,0.9938481990459684,"[1.66567682e-03 1.70109849e-03 1.68796490e-03 ... 1.93465090e-10
 9.88673668e-11 1.59791651e-11]"
111,345,23,3.8146972656249835e-06,0.9938481990459684,"[1.66567682e-03 1.70109849e-03 1.68796490e-03 ... 1.93465090e-10
 9.88673668e-11 1.59791651e-11]"
112,23,346,3.8146972656249822e-06,0.9974542677500846,"[1.66947914e-03 1.70834445e-03 1.69225411e-03 ... 2.78791697e-10
 1.33151394e-10 8.54883828e-12]"
113,346,23,3.8146972656249822e-06,0.9974542677500846,"[1.66947914e-03 1.70834445e-03 1.69225411e-03 ... 2.78791697e-10
 1.33151394e-10 8.54883828e-12]"
114,23,351,3.8146972656249826e-06,0.9978317285436935,"[1.66610347e-03 1.69623134e-03 1.70756309e-03 ... 2.64773738e-10
 1.54322420e-10 2.71653443e-12]"
115,351,23,3.8146972656249826e-06,0.9978317285436935,"[1.66610347e-03 1.69623134e-03 1.70756309e-03 ... 2.64773738e-10
 1.54322420e-10 2.71653443e-12]"
116,23,353,3.8146972656249843e-06,0.9966898856829705,"[1.67155089e-03 1.71106194e-03 1.70070500e-03 ... 2.02594773e-10
 9.94581045e-11 1.42433723e-11]"
117,353,23,3.8146972656249843e-06,0.9966898856829705,"[1.67155089e-03 1.71106194e-03 1.70070500e-03 ... 2.02594773e-10
 9.94581045e-11 1.42433723e-11]"
118,23,354,3.8146972656249835e-06,0.9970060552585465,"[1.67388224e-03 1.70683483e-03 1.70735405e-03 ... 2.39053773e-10
 1.33776442e-10 6.48516864e-12]"
119,354,23,3.8146972656249835e-06,0.9970060552585465,"[1.67388224e-03 1.70683483e-03 1.70735405e-03 ... 2.39053773e-10
 1.33776442e-10 6.48516864e-12]"
120,23,365,3.8146972656249835e-06,0.9891956587401185,"[1.62952035e-03 1.65377525e-03 1.64454784e-03 ... 3.77023408e-10
 2.34800888e-10 1.67354330e-13]"
121,365,23,3.8146972656249835e-06,0.9891956587401185,"[1.62952035e-03 1.65377525e-03 1.64454784e-03 ... 3.77023408e-10
 2.34800888e-10 1.67354330e-13]"
122,23,380,3.814697265624984e-06,0.9971049151178406,"[1.66944125e-03 1.71129970e-03 1.68982251e-03 ... 2.23281045e-10
 1.03844400e-10 1.53009279e-11]"
123,380,23,3.814697265624984e-06,0.9971049151178406,"[1.66944125e-03 1.71129970e-03 1.68982251e-03 ... 2.23281045e-10
 1.03844400e-10 1.53009279e-11]"
124,23,383,3.814697265624984e-06,0.996467496898807,"[1.66449373e-03 1.70918309e-03 1.68994080e-03 ... 2.26821222e-10
 9.76341218e-11 1.36599818e-11]"
125,383,23,3.814697265624984e-06,0.996467496898807,"[1.66449373e-03 1.70918309e-03 1.68994080e-03 ... 2.26821222e-10
 9.76341218e-11 1.36599818e-11]"
126,23,404,3.8146972656249822e-06,0.996539101885374,"[1.67352112e-03 1.70657925e-03 1.69790082e-03 ... 2.68033220e-10
 1.43964226e-10 7.08601025e-12]"
127,404,23,3.8146972656249822e-06,0.996539101885374,"[1.67352112e-03 1.70657925e-03 1.69790082e-03 ... 2.68033220e-10
 1.43964226e-10 7.08601025e-12]"
128,23,406,3.8146972656249835e-06,0.9623861813290988,"[1.55055702e-03 1.56657877e-03 1.56507346e-03 ... 3.93635631e-10
 2.55652488e-10 2.61100195e-11]"
129,406,23,3.8146972656249835e-06,0.9623861813290988,"[1.55055702e-03 1.56657877e-03 1.56507346e-03 ... 3.93635631e-10
 2.55652488e-10 2.61100195e-11]"
130,23,411,3.8146972656249856e-06,0.9979991648832891,"[1.67251293e-03 1.71278380e-03 1.70148956e-03 ... 2.51822271e-10
 1.22471991e-10 8.76043291e-12]"
131,411,23,3.8146972656249856e-06,0.9979991648832891,"[1.67251293e-03 1.71278380e-03 1.70148956e-03 ... 2.51822271e-10
 1.22471991e-10 8.76043291e-12]"
132,23,416,3.8146972656249835e-06,0.9969148230945286,"[1.67266746e-03 1.70736202e-03 1.69448305e-03 ... 2.20046649e-10
 1.13401198e-10 1.09859894e-11]"
133,416,23,3.8146972656249835e-06,0.9969148230945286,"[1.67266746e-03 1.70736202e-03 1.69448305e-03 ... 2.20046649e-10
 1.13401198e-10 1.09859894e-11]"
134,23,419,3.8146972656249843e-06,0.9953786051775635,"[1.66615630e-03 1.68926993e-03 1.68705404e-03 ... 3.07838021e-10
 1.90202507e-10 1.58310106e-12]"
135,419,23,3.8146972656249843e-06,0.9953786051775635,"[1.66615630e-03 1.68926993e-03 1.68705404e-03 ... 3.07838021e-10
 1.90202507e-10 1.58310106e-12]"
136,23,420,3.8146972656249835e-06,0.9954214417932556,"[1.66809472e-03 1.70266082e-03 1.68812153e-03 ... 2.07736631e-10
 1.09613001e-10 1.33754691e-11]"
137,420,23,3.8146972656249835e-06,0.9954214417932556,"[1.66809472e-03 1.70266082e-03 1.68812153e-03 ... 2.07736631e-10
 1.09613001e-10 1.33754691e-11]"
138,23,421,3.8146972656249835e-06,0.9919372239853341,"[1.64284840e-03 1.65013412e-03 1.68359571e-03 ... 2.79711263e-10
 2.13635165e-10 4.66759184e-12]"
139,421,23,3.8146972656249835e-06,0.9919372239853341,"[1.64284840e-03 1.65013412e-03 1.68359571e-03 ... 2.79711263e-10
 2.13635165e-10 4.66759184e-12]"
140,23,424,3.814697265624984e-06,0.9942093651317779,"[1.64350601e-03 1.67209960e-03 1.69458713e-03 ... 4.84489088e-10
 2.87312313e-10 1.30103690e-11]"
141,424,23,3.814697265624984e-06,0.9942093651317779,"[1.64350601e-03 1.67209960e-03 1.69458713e-03 ... 4.84489088e-10
 2.87312313e-10 1.30103690e-11]"
142,23,425,3.8146972656249835e-06,0.9990238647481099,"[1.66945070e-03 1.70786196e-03 1.69787733e-03 ... 2.86416444e-10
 1.44102750e-10 4.09559123e-12]"
143,425,23,3.8146972656249835e-06,0.9990238647481099,"[1.66945070e-03 1.70786196e-03 1.69787733e-03 ... 2.86416444e-10
 1.44102750e-10 4.09559123e-12]"
144,23,426,3.8146972656249822e-06,0.9974770661463292,"[1.67074166e-03 1.71123011e-03 1.70536083e-03 ... 2.44643852e-10
 1.19509311e-10 9.67345023e-12]"
145,426,23,3.8146972656249822e-06,0.9974770661463292,"[1.67074166e-03 1.71123011e-03 1.70536083e-03 ... 2.44643852e-10
 1.19509311e-10 9.67345023e-12]"
146,23,428,3.814697265624982e-06,0.9981646562040789,"[1.67231244e-03 1.71083460e-03 1.69756720e-03 ... 2.26654183e-10
 1.12530551e-10 9.93464785e-12]"
147,428,23,3.814697265624982e-06,0.9981646562040789,"[1.67231244e-03 1.71083460e-03 1.69756720e-03 ... 2.26654183e-10
 1.12530551e-10 9.93464785e-12]"
148,23,435,3.8146972656249843e-06,0.9971423826694709,"[1.67029858e-03 1.71272576e-03 1.69421699e-03 ... 2.34866729e-10
 1.05490338e-10 1.44394501e-11]"
149,435,23,3.8146972656249843e-06,0.9971423826694709,"[1.67029858e-03 1.71272576e-03 1.69421699e-03 ... 2.34866729e-10
 1.05490338e-10 1.44394501e-11]"
150,32,35,3.8146972656249814e-06,0.9863465103277727,"[1.65220070e-03 1.68814448e-03 1.66539393e-03 ... 8.82147686e-11
 4.34542787e-11 5.53140084e-12]"
151,35,32,3.8146972656249814e-06,0.9863465103277727,"[1.65220070e-03 1.68814448e-03 1.66539393e-03 ... 8.82147686e-11
 4.34542787e-11 5.53140084e-12]"
152,32,36,3.8146972656249814e-06,0.9896284727195144,"[1.64934031e-03 1.68078584e-03 1.65880356e-03 ... 8.91499680e-11
 4.44583229e-11 2.01743098e-11]"
153,36,32,3.8146972656249814e-06,0.9896284727195144,"[1.64934031e-03 1.68078584e-03 1.65880356e-03 ... 8.91499680e-11
 4.44583229e-11 2.01743098e-11]"
154,32,37,3.814697265624984e-06,0.9910819887526803,"[1.65534445e-03 1.68179396e-03 1.67032690e-03 ... 1.01785868e-10
 5.61481180e-11 8.41950978e-12]"
155,37,32,3.814697265624984e-06,0.9910819887526803,"[1.65534445e-03 1.68179396e-03 1.67032690e-03 ... 1.01785868e-10
 5.61481180e-11 8.41950978e-12]"
156,32,50,3.8146972656249826e-06,0.9890211879320818,"[1.65271871e-03 1.68269333e-03 1.66904991e-03 ... 1.02863687e-10
 5.58384067e-11 8.36334180e-12]"
157,50,32,3.8146972656249826e-06,0.9890211879320818,"[1.65271871e-03 1.68269333e-03 1.66904991e-03 ... 1.02863687e-10
 5.58384067e-11 8.36334180e-12]"
