,A,B,exp_value,fidelity
292,32,426,0.9805268514603442,0.9902634257301721
293,426,32,0.9805268514603442,0.9902634257301721
294,32,428,0.9766766485867067,0.9883383242933533
295,428,32,0.9766766485867067,0.9883383242933533
296,32,435,0.9817895251473538,0.9908947625736769
297,435,32,0.9817895251473538,0.9908947625736769
298,35,36,0.9927391198478376,0.9963695599239188
299,36,35,0.9927391198478376,0.9963695599239188
300,35,37,0.9957568846876632,0.9978784423438316
301,37,35,0.9957568846876632,0.9978784423438316
302,35,50,0.9979773430353887,0.9989886715176943
303,50,35,0.9979773430353887,0.9989886715176943
304,35,53,0.9988705150498005,0.9994352575249003
305,53,35,0.9988705150498005,0.9994352575249003
306,35,55,0.9971979613705095,0.9985989806852548
307,55,35,0.9971979613705095,0.9985989806852548
308,35,57,0.9962397440093353,0.9981198720046677
309,57,35,0.9962397440093353,0.9981198720046677
310,35,59,0.9981245193876076,0.9990622596938038
311,59,35,0.9981245193876076,0.9990622596938038
312,35,63,0.9518831404553556,0.9759415702276778
313,63,35,0.9518831404553556,0.9759415702276778
314,35,67,0.9950710063314954,0.9975355031657477
315,67,35,0.9950710063314954,0.9975355031657477
316,35,69,0.9946250088027402,0.9973125044013701
317,69,35,0.9946250088027402,0.9973125044013701
318,35,74,0.9956236174158506,0.9978118087079253
319,74,35,0.9956236174158506,0.9978118087079253
320,35,77,0.9976576780501835,0.9988288390250917
321,77,35,0.9976576780501835,0.9988288390250917
322,35,81,0.993448730870369,0.9967243654351845
323,81,35,0.993448730870369,0.9967243654351845
324,35,82,0.9961809992334123,0.9980904996167062
325,82,35,0.9961809992334123,0.9980904996167062
326,35,83,0.9982958637009064,0.9991479318504533
327,83,35,0.9982958637009064,0.9991479318504533
328,35,84,0.9939219303072742,0.9969609651536371
329,84,35,0.9939219303072742,0.9969609651536371
330,35,85,0.9917850995431597,0.9958925497715798
331,85,35,0.9917850995431597,0.9958925497715798
332,35,93,0.995255987767695,0.9976279938838475
333,93,35,0.995255987767695,0.9976279938838475
334,35,98,0.9973065544178663,0.9986532772089332
335,98,35,0.9973065544178663,0.9986532772089332
336,35,99,0.9970508971423606,0.9985254485711803
337,99,35,0.9970508971423606,0.9985254485711803
338,35,104,0.996865670538529,0.9984328352692645
339,104,35,0.996865670538529,0.9984328352692645
340,35,106,0.9967080808263615,0.9983540404131808
341,106,35,0.9967080808263615,0.9983540404131808
342,35,107,0.9968312939446331,0.9984156469723166
343,107,35,0.9968312939446331,0.9984156469723166
344,35,109,0.9959240801788027,0.9979620400894014
345,109,35,0.9959240801788027,0.9979620400894014
346,35,113,0.992269721551164,0.996134860775582
347,113,35,0.992269721551164,0.996134860775582
348,35,114,0.9975662576669171,0.9987831288334585
349,114,35,0.9975662576669171,0.9987831288334585
350,35,115,0.9751146978157545,0.9875573489078773
351,115,35,0.9751146978157545,0.9875573489078773
352,35,117,0.99687555398739,0.998437776993695
353,117,35,0.99687555398739,0.998437776993695
354,35,165,0.9908106554544029,0.9954053277272015
355,165,35,0.9908106554544029,0.9954053277272015
356,35,166,0.9955942024947917,0.9977971012473958
357,166,35,0.9955942024947917,0.9977971012473958
358,35,198,0.9950263111000395,0.9975131555500197
359,198,35,0.9950263111000395,0.9975131555500197
360,35,199,0.9987923084893181,0.999396154244659
361,199,35,0.9987923084893181,0.999396154244659
362,35,233,0.9926919810497509,0.9963459905248755
363,233,35,0.9926919810497509,0.9963459905248755
364,35,234,0.9982511037965665,0.9991255518982832
365,234,35,0.9982511037965665,0.9991255518982832
366,35,240,0.9944873769723892,0.9972436884861946
367,240,35,0.9944873769723892,0.9972436884861946
368,35,241,0.9934513448300942,0.9967256724150471
369,241,35,0.9934513448300942,0.9967256724150471
370,35,249,0.9980056141390865,0.9990028070695433
371,249,35,0.9980056141390865,0.9990028070695433
372,35,251,0.9972209206904066,0.9986104603452033
373,251,35,0.9972209206904066,0.9986104603452033
374,35,252,0.9881446003289969,0.9940723001644984
375,252,35,0.9881446003289969,0.9940723001644984
376,35,254,0.9953005228414574,0.9976502614207288
377,254,35,0.9953005228414574,0.9976502614207288
378,35,256,0.9966935656141325,0.9983467828070662
379,256,35,0.9966935656141325,0.9983467828070662
380,35,261,0.9973058311036362,0.9986529155518181
381,261,35,0.9973058311036362,0.9986529155518181
382,35,262,0.9979323331812449,0.9989661665906224
383,262,35,0.9979323331812449,0.9989661665906224
384,35,263,0.9947370021561042,0.9973685010780521
385,263,35,0.9947370021561042,0.9973685010780521
386,35,302,0.9739739725742946,0.9869869862871473
387,302,35,0.9739739725742946,0.9869869862871473
388,35,306,0.9927935834785275,0.9963967917392638
389,306,35,0.9927935834785275,0.9963967917392638
390,35,317,0.9948147745289202,0.9974073872644601
391,317,35,0.9948147745289202,0.9974073872644601
392,35,325,0.916173588988382,0.958086794494191
393,325,35,0.916173588988382,0.958086794494191
394,35,334,0.9929586418130565,0.9964793209065282
395,334,35,0.9929586418130565,0.9964793209065282
396,35,335,0.9797863198685439,0.989893159934272
397,335,35,0.9797863198685439,0.989893159934272
398,35,336,0.9365921668828735,0.9682960834414367
399,336,35,0.9365921668828735,0.9682960834414367
400,35,337,0.9938826733026975,0.9969413366513488
401,337,35,0.9938826733026975,0.9969413366513488
402,35,342,0.9962285141331917,0.9981142570665958
403,342,35,0.9962285141331917,0.9981142570665958
404,35,345,0.9888743204078377,0.9944371602039188
405,345,35,0.9888743204078377,0.9944371602039188
406,35,346,0.9946478389556291,0.9973239194778145
407,346,35,0.9946478389556291,0.9973239194778145
408,35,351,0.9937338661630162,0.9968669330815081
409,351,35,0.9937338661630162,0.9968669330815081
410,35,353,0.9944285101591328,0.9972142550795664
411,353,35,0.9944285101591328,0.9972142550795664
412,35,354,0.9934407293338626,0.9967203646669314
413,354,35,0.9934407293338626,0.9967203646669314
414,35,365,0.9796522049580529,0.9898261024790265
415,365,35,0.9796522049580529,0.9898261024790265
416,35,380,0.9965312199874335,0.9982656099937168
417,380,35,0.9965312199874335,0.9982656099937168
418,35,383,0.9945314220305091,0.9972657110152545
419,383,35,0.9945314220305091,0.9972657110152545
420,35,404,0.9939332539876912,0.9969666269938455
421,404,35,0.9939332539876912,0.9969666269938455
422,35,406,0.9217395771233559,0.9608697885616779
423,406,35,0.9217395771233559,0.9608697885616779
424,35,411,0.9969894776164562,0.9984947388082281
425,411,35,0.9969894776164562,0.9984947388082281
426,35,416,0.9965566491398661,0.998278324569933
427,416,35,0.9965566491398661,0.998278324569933
428,35,419,0.9921875629247936,0.9960937814623968
429,419,35,0.9921875629247936,0.9960937814623968
430,35,420,0.9933311886210141,0.996665594310507
431,420,35,0.9933311886210141,0.996665594310507
432,35,421,0.9782119305113555,0.9891059652556777
433,421,35,0.9782119305113555,0.9891059652556777
434,35,424,0.9826238341494637,0.9913119170747319
435,424,35,0.9826238341494637,0.9913119170747319
436,35,425,0.9989183722914907,0.9994591861457454
437,425,35,0.9989183722914907,0.9994591861457454
438,35,426,0.9949303416083972,0.9974651708041986
439,426,35,0.9949303416083972,0.9974651708041986
440,35,428,0.9974883061501942,0.9987441530750971
441,428,35,0.9974883061501942,0.9987441530750971
442,35,435,0.9966433326628326,0.9983216663314163
443,435,35,0.9966433326628326,0.9983216663314163
444,36,37,0.9931391855133042,0.996569592756652
445,37,36,0.9931391855133042,0.996569592756652
446,36,50,0.9915178377698588,0.9957589188849294
447,50,36,0.9915178377698588,0.9957589188849294
448,36,53,0.9953102622744533,0.9976551311372266
449,53,36,0.9953102622744533,0.9976551311372266
450,36,55,0.9908533404791228,0.9954266702395613
451,55,36,0.9908533404791228,0.9954266702395613
452,36,57,0.9881740618086909,0.9940870309043455
453,57,36,0.9881740618086909,0.9940870309043455
454,36,59,0.9939278886312832,0.9969639443156416
455,59,36,0.9939278886312832,0.9969639443156416
456,36,63,0.9488287974198795,0.9744143987099397
457,63,36,0.9488287974198795,0.9744143987099397
458,36,67,0.9950928149024969,0.9975464074512485
459,67,36,0.9950928149024969,0.9975464074512485
460,36,69,0.9908532640681419,0.995426632034071
461,69,36,0.9908532640681419,0.995426632034071
462,36,74,0.9936601960725312,0.9968300980362657
463,74,36,0.9936601960725312,0.9968300980362657
464,36,77,0.9887059331608535,0.9943529665804267
465,77,36,0.9887059331608535,0.9943529665804267
466,36,81,0.984098953446147,0.9920494767230734
467,81,36,0.984098953446147,0.9920494767230734
468,36,82,0.9871199071704,0.9935599535852
469,82,36,0.9871199071704,0.9935599535852
470,36,83,0.9954376537586733,0.9977188268793367
471,83,36,0.9954376537586733,0.9977188268793367
472,36,84,0.9891402438769232,0.9945701219384616
473,84,36,0.9891402438769232,0.9945701219384616
474,36,85,0.9811172514065677,0.9905586257032839
475,85,36,0.9811172514065677,0.9905586257032839
476,36,93,0.9901613147400141,0.9950806573700071
477,93,36,0.9901613147400141,0.9950806573700071
478,36,98,0.9880296174832797,0.9940148087416398
479,98,36,0.9880296174832797,0.9940148087416398
480,36,99,0.9924205331409433,0.9962102665704716
481,99,36,0.9924205331409433,0.9962102665704716
482,36,104,0.9971536947559851,0.9985768473779926
483,104,36,0.9971536947559851,0.9985768473779926
484,36,106,0.9940105336764825,0.9970052668382412
485,106,36,0.9940105336764825,0.9970052668382412
486,36,107,0.9928624228346266,0.9964312114173133
487,107,36,0.9928624228346266,0.9964312114173133
488,36,109,0.9962046250597885,0.9981023125298942
489,109,36,0.9962046250597885,0.9981023125298942
490,36,113,0.9899963169933244,0.9949981584966622
491,113,36,0.9899963169933244,0.9949981584966622
492,36,114,0.9917035880765901,0.995851794038295
493,114,36,0.9917035880765901,0.995851794038295
494,36,115,0.9593195338333674,0.9796597669166838
495,115,36,0.9593195338333674,0.9796597669166838
496,36,117,0.9927537646791472,0.9963768823395736
497,117,36,0.9927537646791472,0.9963768823395736
498,36,165,0.996539905925,0.9982699529625
499,165,36,0.996539905925,0.9982699529625
500,36,166,0.9939460015591385,0.9969730007795692
501,166,36,0.9939460015591385,0.9969730007795692
502,36,198,0.9910538887341765,0.9955269443670882
503,198,36,0.9910538887341765,0.9955269443670882
504,36,199,0.9921122114947705,0.9960561057473852
505,199,36,0.9921122114947705,0.9960561057473852
506,36,233,0.9843405709622333,0.9921702854811166
507,233,36,0.9843405709622333,0.9921702854811166
508,36,234,0.9956789545790357,0.9978394772895178
509,234,36,0.9956789545790357,0.9978394772895178
510,36,240,0.9889188983896997,0.9944594491948499
511,240,36,0.9889188983896997,0.9944594491948499
512,36,241,0.9904496481227569,0.9952248240613785
513,241,36,0.9904496481227569,0.9952248240613785
514,36,249,0.9958171012815275,0.9979085506407637
515,249,36,0.9958171012815275,0.9979085506407637
516,36,251,0.9931118876516515,0.9965559438258258
517,251,36,0.9931118876516515,0.9965559438258258
518,36,252,0.995405761653817,0.9977028808269085
519,252,36,0.995405761653817,0.9977028808269085
520,36,254,0.9838857812330106,0.9919428906165053
521,254,36,0.9838857812330106,0.9919428906165053
522,36,256,0.9918409299674065,0.9959204649837032
523,256,36,0.9918409299674065,0.9959204649837032
524,36,261,0.9923085615305434,0.9961542807652717
525,261,36,0.9923085615305434,0.9961542807652717
526,36,262,0.9946053693838515,0.9973026846919257
527,262,36,0.9946053693838515,0.9973026846919257
528,36,263,0.9884944558707744,0.9942472279353872
529,263,36,0.9884944558707744,0.9942472279353872
530,36,302,0.9774406218963716,0.9887203109481858
531,302,36,0.9774406218963716,0.9887203109481858
532,36,306,0.9835153434099203,0.9917576717049601
533,306,36,0.9835153434099203,0.9917576717049601
534,36,317,0.9913823835186932,0.9956911917593466
535,317,36,0.9913823835186932,0.9956911917593466
536,36,325,0.9266825308826065,0.9633412654413033
537,325,36,0.9266825308826065,0.9633412654413033
538,36,334,0.988587735092817,0.9942938675464086
539,334,36,0.988587735092817,0.9942938675464086
540,36,335,0.9790297926776055,0.9895148963388027
541,335,36,0.9790297926776055,0.9895148963388027
542,36,336,0.9103504394758029,0.9551752197379014
543,336,36,0.9103504394758029,0.9551752197379014
544,36,337,0.9965791283065286,0.9982895641532643
545,337,36,0.9965791283065286,0.9982895641532643
546,36,342,0.9965781166885856,0.9982890583442928
547,342,36,0.9965781166885856,0.9982890583442928
548,36,345,0.9889661579859176,0.9944830789929588
549,345,36,0.9889661579859176,0.9944830789929588
550,36,346,0.9945889722105508,0.9972944861052754
551,346,36,0.9945889722105508,0.9972944861052754
552,36,351,0.984968939807807,0.9924844699039035
553,351,36,0.984968939807807,0.9924844699039035
554,36,353,0.9914366646566517,0.9957183323283259
555,353,36,0.9914366646566517,0.9957183323283259
556,36,354,0.9900990544804329,0.9950495272402164
557,354,36,0.9900990544804329,0.9950495272402164
558,36,365,0.9724009039540825,0.9862004519770413
559,365,36,0.9724009039540825,0.9862004519770413
560,36,380,0.9926689911381745,0.9963344955690873
561,380,36,0.9926689911381745,0.9963344955690873
562,36,383,0.9907030662344196,0.9953515331172098
563,383,36,0.9907030662344196,0.9953515331172098
564,36,404,0.9956519847255116,0.9978259923627558
565,404,36,0.9956519847255116,0.9978259923627558
566,36,406,0.9544730412352369,0.9772365206176185
567,406,36,0.9544730412352369,0.9772365206176185
568,36,411,0.9941926592495597,0.9970963296247799
569,411,36,0.9941926592495597,0.9970963296247799
570,36,416,0.9939172621992689,0.9969586310996345
571,416,36,0.9939172621992689,0.9969586310996345
572,36,419,0.9911869997033182,0.9955934998516591
573,419,36,0.9911869997033182,0.9955934998516591
574,36,420,0.9901010419147481,0.9950505209573741
575,420,36,0.9901010419147481,0.9950505209573741
576,36,421,0.9628163076961782,0.9814081538480891
577,421,36,0.9628163076961782,0.9814081538480891
578,36,424,0.9793610548618099,0.989680527430905
579,424,36,0.9793610548618099,0.989680527430905
580,36,425,0.9928304098389911,0.9964152049194955
581,425,36,0.9928304098389911,0.9964152049194955
582,36,426,0.9925639729034637,0.9962819864517318
583,426,36,0.9925639729034637,0.9962819864517318
584,36,428,0.9917454804917247,0.9958727402458624
